Index,,Puesto laboral,Empresa,Estado,Ciudad,Salario mínimo,Salario máximo,Tipo de moneda,Giro de la empresa,Fecha de publicación,Vigencia de la oferta,Modalidad,País,,Cantidad de lenguajes requeridos,Nivel de experiencia,Requerimiento educación,Salario promedio,Lenguajes de programación,Modalidad,Estudios previos,Experiencia (Años) ,Habilidades blandas,Idiomas,Esquema de pago,Persona,Descripción
440,Desarrollador Python Gent,Desarrollador Python,Gent,México,Ciudad de México,3000,3500,MXN,not specified,15/09/22,16/10/22,FULL_TIME,MX,,4,Not specified,1,3250,"ReactJS, Python, SQL, C#",,Licenciatura terminada,5,comunicación escrita,inglés avanzado,month,Carlos," Diseñe e implemente soluciones de ingeniería innovadoras en su área de propiedad.Desarrolle una profunda experiencia en el dominio y represente su área de propiedad al colaborar en los requisitos comerciales, la estrategia técnica y la ejecución táctica.Colabore e influya en los lanzamientos de productos y los requisitos que involucran a otros departamentos, a saber, el equipo de productosRequisitos Experiencia con metodología ágil.Fuerte experiencia en  (o fuerte C# con voluntad de trabajar en Python o ambos). (u otro marco frontend aplicable).Habilidades de datos."
452,Analista de Datos Junior SOC Asesores,Analista de Datos Junior,SOC Asesores,not specified,not specified,522.35,,MXN,not specified,24/08/22,16/10/22,FULL_TIME,MX,,4,Junior,1,522.35,"SQL, Power BI, Excel",,Licenciatura,1,-,-,month,Carlos,"Documentación de procedimientos y actividades. Seguimiento a solicitudes por parte del área operativa. Capacidad de análisis con conocimiento para realizar mejoras tanto en configuraciones, performances relacionados a motores de bases de datos, todos sus objetos, conexiones y consultas."
455,Data Analyst Noralogic contrataciones,Data Analyst,Noralogic contrataciones,Jalisco,Guadalajara,1200,1250,MXN,not specified,12/09/22,15/10/22,FULL_TIME,MX,,4,Not specified,0,1225,"Excel, SQL",-,-,-,"Strong initiative; self-driven; ability to multi-task·Should be responsible, accountable, and work independently",inglés avanzado,month,Carlos,"Experience in building SQL Queries, basic to intermediate level.Simple Joins, Nested queries, usage of default functions and conditions. Experience in handling data, retrieving from database, transforming into reports either using excel or proprietary tools. Excellent knowledge of Data Structures, Analyzing data, modifying  queries·Exposure to, Process Skills:·Able to coordinate with developers and stakeholders on data related issues."
456,SAP data analyst CDMX GDL o Qro Capital Empresarial Horizonte,SAP data analyst CDMX GDL o Qro,Capital Empresarial Horizonte,México,Ciudad de México,1500,5000,MXN,not specified,14/09/22,15/10/22,FULL_TIME,MX,,3,Not specified,0,3250,SAP,-,-,3,-,Ingles intermedio,month,Carlos,Experiencia en manejo de  data analyst. Experiencia en Custover Specialist
457,Data Analyst Axity México,Data Analyst,Axity México,not specified,not specified,3000,3750,MXN,not specified,07/09/22,15/10/22,FULL_TIME,MX,,4,Not specified,0,3375,"SQL, Tableau",-,-,3,Comunicación efectiva con directivos. Pensamiento estructurado. Liderazgo,-,month,Carlos,"Data Analyst Responsable de la investigación y correcta documentación de las necesidades de datos que pudiera tener el negocio. El analista de datos será responsable de traducir los requerimientos de datos/información en solicitudes claras y entendibles para las áreas de producto y tecnología para que puedan ser priorizados y atendidos.Responsabilidades laborales esenciales: Atender requisitos para proyectos de iniciativas de datos.Entrevistar al negocio, analizar del flujo de trabajo y de procesos y sesiones de observación.Asegurar que las soluciones de TI reflejen la efectividad necesaria para alcanzar los objetivos comerciales.Crear requisitos y documentos de flujo de trabajo claros y concisos.Ayudar en la adopción del negocio y cambiar las actividades de gestión."
458,Data Analyst Confíe Tijuana,Data Analyst,Confíe Tijuana,Baja California,Tijuana,"7,726,275","13,005,680,000,000,000",MXN,Seguros,18/08/22,15/10/22,FULL_TIME,MX,,6,Not specified,1,"10,365,977,500,000,000","Excel, VBA, Macros, SWL, ICBM, SQL, PostgreSQL, Programming, Javascript",Remote,-,1,-,Inglés intermedio o Avanzando,month,Carlos,"Strong computer literacyInterpret data, analyze results using statistical techniques and provide ongoing reportsDevelop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and qualityAcquire data from primary or secondary data sources and maintain databases/data systemsIdentify, analyze, and interpret trends or patterns in complex data sets"
460,Data Analyst DESYSNET,Data Analyst,DESYSNET,not specified,not specified,1750,2000,MXN,not specified,06/09/22,15/10/22,FULL_TIME,MX,,3,Not specified,1,1875,"VBA, Excel",-,Licenciatura,3,-,Inglés avanzado y fluido,month,Carlos,"Analice, limpie y organice datos sin procesar de múltiples informesModelo de datos para informar a la empresa y al equipo del programaProducir y mantener informes del tablero del proyecto sobre el progreso de la migración de datos; cuánto se ha migrado, lo que queda por migrar, etc.Apoyar el análisis y la visualización de requisitos a través de la creación de diagramas de proceso.Solucionar problemas de macros y archivos de  vinculadosSolucionar problemas de migración de datos identificados antes y durante las actividades de migración de datos"
462,Data Analyst Confidencial,Data Analyst,Confidencial,México,Ciudad de México,1500,2250,MXN,not specified,13/09/22,15/10/22,FULL_TIME,MX,,3,Not specified,1,1875,Excel,Remote,Profesionista con una carrera en ingenierías afines a Tecnologías de Información o ingeniería industrial,4,-,inglés avanzado,month,Carlos,Responsable de crear y mantener canalizaciones de datos para proyectos asignadosRealizar manipulaciones de datos complejas para prepararlos para el análisis/modeladoAnalizar datos para evaluar la calidad de los datos y proporcionar información al negocio
463,Service Delivery Data Analyst Wise Athena,Service Delivery Data Analyst,Wise Athena,not specified,not specified,750,1100,MXN,not specified,31/08/22,15/10/22,FULL_TIME,MX,,7,Not specified,1,925,"SQL, R, python, GitHub",Remote,-,1,-,English/Spanish,month,Carlos,"Responsibilities:Run the Wise Athena data pipelineClearly communicate with clients about Data Reception and resolve Data IssuesEfficiently investigate, analyze and resolve data issuesTrain and evaluate existing DataScience/ Machine Learning modelsWork with the Product and Technical teams to improve our data pipelineWork within the Service Delivery team to find improvements and inefficiencies within our own processes and data handling techniques"
465,Data Analyst Green Pace Capital,Data Analyst,Green Pace Capital,Baja California,Tijuana,900,1200,MXN,not specified,13/09/22,15/10/22,FULL_TIME,MX,,4,Not specified,0,1050,"Hubspot, MySQL,Office",-,-,1,"Excellent organizational skills and attention to detail, excellent verbal and written communication skills",Ingles,month,Carlos,"sEnsure that data flows smoothly from source to destination so that it can be processedUtilize strong database skills to work with large, complex data sets to extract insightsFilter and cleanse unstructured or ambiguous data into usable data sets that can be analyzed to extract insights and improve business processesIdentify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data infrastructureBuild tools for automating repetitive tasks so that bandwidth can be freed for analyticsCollaborate with IT, Sales and Marketing to help them come up with actionable, high-impact insights across product lines and functionsWork closely with top management to prioritize information and analytic needs"
466,Marketing Data Analyst (Remoto) Seedup,Marketing Data Analyst (Remoto),Seedup,Chihuahua,Chihuahua,294.3,952.5,MXN,not specified,08/09/22,15/10/22,PART_TIME,MX,,7,Not specified,1,"6,234,000,000,000,000","SQL, R, Python, Tableau",Remote,-,1,-,-,month,Carlos,"Capacidad comprobada para entregar productos y soluciones que resuelvan las necesidades reales de los clientes con un modelo de negocio viable.Experiencia en proyectos líderes que construyen soluciones digitales a escala; lo más delgado y ágil posible. Asóciese con equipos multifuncionales para definir métricas de éxito, cree enfoques para rastrear los datos y solucionar errores, cuantifique y evalúe los datos, luego desarrolle un lenguaje común para que todos los colegas entiendan estos KPI.Buenas habilidades comunicativas, tanto escritas como orales. Puede establecer relaciones causales y conocimientos significativos utilizando metodologías y datos estadísticos"
